payment_id,account_id,payment_date,payment_amount,payment_channel,payment_type,source_system,reversal_of_payment_id
P00000784,A000871,2025-08-22,149.31,direct_debit,payment,customer_portal,
P00000785,A000871,2025-09-01,364.2,card,payment,customer_portal,
P00000786,A000873,2025-12-02,49.46,direct_debit,payment,agency_file,
P00000787,A000873,2026-01-08,80.25,direct_debit,payment,customer_portal,
P00000788,A000873,2026-01-23,239.2,direct_debit,payment,customer_portal,
P00000789,A000875,2025-05-21,29.67,bank_transfer,payment,agency_file,
P00000790,A000875,2025-06-21,12.08,bank_transfer,payment,agency_file,
P00000791,A000875,2025-07-22,57.08,bank_transfer,payment,agency_file,
P00000792,A000876,2025-03-03,1554.85,bank_transfer,payment,customer_portal,
P00000793,A000876,2025-03-30,7477.48,card,payment,bank_file,
P00000794,A000878,2026-01-17,1065.36,direct_debit,payment,customer_portal,
P00000795,A000879,2025-01-27,59.67,bank_transfer,payment,customer_portal,
P00000796,A000879,2025-03-11,35.73,cash,payment,agency_file,
P00000797,A000879,2025-04-07,73.37,bank_transfer,payment,bank_file,
P00000798,A000880,2025-08-10,1015.69,cash,payment,agency_file,
P00000799,A000881,2025-07-22,2050.87,direct_debit,payment,agency_file,
P00000800,A000881,2025-08-17,4909.81,bank_transfer,payment,customer_portal,
P00000801,A000882,2025-05-12,93.48,direct_debit,payment,agency_file,
P00000802,A000882,2025-06-11,333.09,direct_debit,payment,agency_file,
P00000803,A000884,2025-08-13,54.03,direct_debit,payment,agency_file,
P00000804,A000885,2025-04-27,42.48,bank_transfer,payment,agency_file,
P00000805,A000885,2025-05-13,49.19,card,payment,customer_portal,
P00000806,A000885,2025-06-05,67.79,cash,payment,customer_portal,
P00000807,A000887,2026-04-13,1119.92,bank_transfer,payment,agency_file,
P00000808,A000891,2025-09-22,526.06,bank_transfer,payment,agency_file,
P00000809,A000891,2025-10-05,559.91,bank_transfer,payment,bank_file,
P00000810,A000891,2025-10-06,187.6,bpay,payment,agency_file,
P00000811,A000892,2025-08-28,53.93,bank_transfer,payment,agency_file,
P00000812,A000892,2025-10-13,278.36,direct_debit,payment,agency_file,
P00000813,A000898,2025-03-11,171.36,bank_transfer,payment,customer_portal,
P00000814,A000901,2026-03-18,129.57,bank_transfer,payment,bank_file,
P00000815,A000901,2026-04-04,97.5,card,payment,agency_file,
P00000816,A000901,2026-04-30,254.73,card,payment,agency_file,
P00000817,A000904,2025-12-23,2826.37,card,payment,bank_file,
P00000818,A000906,2025-08-02,1774.47,card,payment,agency_file,
P00000819,A000907,2026-03-27,16.15,cash,payment,agency_file,
P00000820,A000909,2025-05-23,206.77,bank_transfer,payment,agency_file,
P00000821,A000909,2025-06-22,908.94,bank_transfer,payment,bank_file,
P00000822,A000910,2026-03-20,165.82,card,payment,direct_debit,
P00000823,A000910,2026-04-26,711.53,card,payment,bank_file,
P00000824,A000913,2025-06-01,832.05,direct_debit,payment,bank_file,
P00000825,A000913,2025-06-29,1923.26,cash,payment,bank_file,
P00000826,A000914,2026-02-18,144.07,bank_transfer,payment,bank_file,
P00000827,A000914,2026-03-15,191.79,bank_transfer,payment,agency_file,
P00000828,A000914,2026-04-12,147.86,direct_debit,payment,agency_file,
P00000829,A000915,2025-10-22,64.83,card,payment,bank_file,
P00000830,A000915,2025-11-10,118.4,bank_transfer,payment,agency_file,
P00000831,A000916,2025-04-09,46.48,bank_transfer,payment,agency_file,
P00000832,A000916,2025-05-01,96.22,bank_transfer,payment,bank_file,
P00000833,A000916,2025-05-23,65.7,card,payment,customer_portal,
P00000834,A000916,2025-06-14,5.74,bank_transfer,payment,bank_file,
P00000835,A000917,2026-04-12,36.16,bank_transfer,payment,customer_portal,
P00000836,A000920,2025-07-05,54.82,bank_transfer,payment,direct_debit,
P00000837,A000920,2025-07-28,94.04,card,payment,customer_portal,
P00000838,A000921,2025-09-12,241.01,bank_transfer,payment,bank_file,
P00000839,A000921,2025-09-16,424.99,card,payment,customer_portal,
P00000840,A000921,2025-10-20,155.18,card,payment,agency_file,
P00000841,A000921,2025-12-07,267.44,card,payment,customer_portal,
P00000842,A000922,2026-02-01,237.9,card,payment,agency_file,
P00000843,A000922,2026-02-07,867.01,bank_transfer,payment,agency_file,
P00000844,A000925,2025-07-07,862.84,direct_debit,payment,agency_file,
P00000845,A000927,2025-08-27,3221.61,direct_debit,payment,agency_file,
P00000846,A000930,2026-01-13,31.83,bpay,payment,customer_portal,
P00000847,A000930,2026-03-02,46.82,bank_transfer,payment,customer_portal,
P00000848,A000930,2026-03-14,33.03,card,payment,customer_portal,
P00000849,A000931,2024-11-29,359.32,card,payment,customer_portal,
P00000850,A000931,2024-12-10,619.42,bank_transfer,payment,customer_portal,
P00000851,A000933,2025-06-08,147.37,bpay,payment,bank_file,
P00000852,A000935,2025-11-08,986.04,card,payment,direct_debit,
P00000853,A000935,2025-12-05,1100.03,bank_transfer,payment,bank_file,
P00000854,A000935,2025-12-16,1364.73,bank_transfer,payment,direct_debit,
P00000855,A000935,2026-01-16,179.37,bank_transfer,payment,bank_file,
P00000856,A000940,2024-12-05,34.37,bank_transfer,payment,bank_file,
P00000857,A000940,2024-12-09,142.15,bpay,payment,agency_file,
P00000858,A000942,2025-10-07,642.94,bpay,payment,bank_file,
P00000859,A000942,2025-10-20,2020.1,card,payment,customer_portal,
P00000860,A000944,2025-12-24,1145.32,bank_transfer,payment,agency_file,
P00000861,A000944,2026-01-15,964.62,bpay,payment,direct_debit,
P00000862,A000944,2026-02-10,1901.07,bank_transfer,payment,customer_portal,
P00000863,A000945,2025-04-27,128.51,card,payment,agency_file,
P00000864,A000945,2025-05-17,86.18,bank_transfer,payment,agency_file,
P00000865,A000945,2025-06-04,121.57,bpay,payment,agency_file,
P00000866,A000945,2025-06-20,23.73,bank_transfer,payment,agency_file,
P00000867,A000946,2026-03-26,249.34,card,payment,bank_file,
P00000868,A000946,2026-04-26,214.15,card,payment,customer_portal,
P00000869,A000948,2025-06-01,78.35,bank_transfer,payment,customer_portal,
P00000870,A000948,2025-06-10,215.13,direct_debit,payment,bank_file,
P00000871,A000948,2025-06-29,238.41,bank_transfer,payment,customer_portal,
P00000872,A000949,2025-02-14,9.09,bank_transfer,payment,customer_portal,
P00000873,A000949,2025-03-19,14.28,direct_debit,payment,customer_portal,
P00000874,A000949,2025-04-12,37.7,card,payment,direct_debit,
P00000875,A000950,2025-01-12,141.92,bank_transfer,payment,agency_file,
P00000876,A000950,2025-02-13,440.82,card,payment,direct_debit,
P00000877,A000952,2025-09-02,63.74,bank_transfer,payment,customer_portal,
P00000878,A000952,2025-09-12,97.63,direct_debit,payment,bank_file,
P00000879,A000955,2025-12-22,327.62,bank_transfer,payment,manual_adjustment,
P00000880,A000955,2026-01-24,363.78,bank_transfer,payment,customer_portal,
P00000881,A000955,2026-02-15,203.71,bpay,payment,bank_file,
P00000882,A000957,2026-04-07,1627.87,bank_transfer,payment,direct_debit,
P00000883,A000961,2025-06-29,165.52,card,payment,bank_file,
P00000884,A000961,2025-08-17,249.86,bpay,payment,agency_file,
P00000885,A000961,2025-08-23,356.81,bpay,payment,manual_adjustment,
P00000886,A000963,2025-10-03,951.23,card,payment,customer_portal,
P00000887,A000963,2025-10-16,549.85,cash,payment,agency_file,
P00000888,A000963,2025-11-05,626.31,card,payment,customer_portal,
P00000889,A000963,2025-12-10,1948.95,card,payment,manual_adjustment,
P00000890,A000969,2025-12-03,425.45,bank_transfer,payment,customer_portal,
P00000891,A000970,2025-10-25,38.74,card,payment,agency_file,
P00000892,A000970,2025-11-08,67.44,direct_debit,payment,customer_portal,
P00000893,A000970,2025-11-26,51.71,card,payment,customer_portal,
P00000894,A000970,2025-12-18,50.56,card,payment,agency_file,
P00000895,A000971,2025-05-28,734.56,card,payment,bank_file,
P00000896,A000971,2025-07-04,723.1,card,payment,agency_file,
P00000897,A000971,2025-08-15,373.74,bank_transfer,payment,agency_file,
P00000898,A000972,2025-12-23,52.31,card,payment,agency_file,
P00000899,A000972,2026-01-10,104.09,bank_transfer,payment,customer_portal,
P00000900,A000972,2026-01-23,216.05,card,payment,bank_file,
P00000901,A000973,2025-08-22,228.88,card,payment,bank_file,
P00000902,A000973,2025-10-06,217.35,bpay,payment,bank_file,
P00000903,A000973,2025-11-23,1011.03,bpay,payment,customer_portal,
P00000904,A000975,2026-02-26,7230.57,card,payment,agency_file,
P00000905,A000976,2025-12-04,87.6,direct_debit,payment,agency_file,
P00000906,A000984,2026-03-30,550.31,bpay,payment,agency_file,
P00000907,A000986,2025-11-13,21.65,direct_debit,payment,customer_portal,
P00000908,A000986,2025-11-27,24.46,card,payment,direct_debit,
P00000909,A000986,2025-12-31,54.64,bank_transfer,payment,direct_debit,
P00000910,A000987,2026-03-26,134.15,bank_transfer,payment,bank_file,
P00000911,A000988,2025-05-29,281.92,bank_transfer,payment,agency_file,
P00000912,A000988,2025-06-06,267.64,bank_transfer,payment,direct_debit,
P00000913,A000988,2025-06-23,379.92,card,payment,direct_debit,
P00000914,A000990,2024-12-17,113.79,card,payment,bank_file,
P00000915,A000991,2025-07-28,63.88,card,payment,agency_file,
P00000916,A000993,2025-08-09,107.44,bank_transfer,payment,bank_file,
P00000917,A000993,2025-09-08,295.19,bank_transfer,payment,bank_file,
P00000918,A000993,2025-10-19,398.27,card,payment,agency_file,
P00000919,A000994,2025-07-04,3.51,card,payment,bank_file,
P00000920,A000994,2025-08-12,12.28,direct_debit,payment,bank_file,
P00000921,A000996,2026-04-13,92.75,bpay,payment,bank_file,
P00000922,A000997,2024-11-17,113.54,direct_debit,payment,agency_file,
P00000923,A000997,2024-12-25,100.56,card,payment,direct_debit,
P00000924,A000997,2025-01-28,249.0,direct_debit,payment,manual_adjustment,
P00000925,A001002,2026-02-11,58.87,bank_transfer,payment,agency_file,
P00000926,A001002,2026-03-16,144.68,card,payment,agency_file,
P00000926,A001002,2026-03-16,144.68,card,payment,agency_file,
P00000927,A001003,2025-11-29,94.2,bank_transfer,payment,agency_file,
P00000928,A001003,2025-12-17,333.58,bank_transfer,payment,bank_file,
P00000929,A001006,2025-10-01,106.44,card,payment,agency_file,
P00000930,A001007,2026-01-24,459.72,direct_debit,payment,agency_file,
P00000931,A001007,2026-03-02,3119.62,card,payment,customer_portal,
P00000932,A001008,2026-03-15,1105.69,cash,payment,bank_file,
P00000933,A001009,2025-01-15,138.75,direct_debit,payment,bank_file,
P00000934,A001009,2025-01-23,254.74,bank_transfer,payment,bank_file,
P00000935,A001009,2025-02-02,360.38,card,payment,customer_portal,
P00000936,A001011,2025-12-26,30.75,bank_transfer,payment,agency_file,
P00000937,A001011,2026-02-11,48.84,card,payment,direct_debit,
P00000938,A001014,2025-05-07,190.41,card,payment,agency_file,
P00000939,A001014,2025-05-18,109.05,bpay,payment,agency_file,
P00000940,A001014,2025-06-04,244.58,card,payment,bank_file,
P00000941,A001018,2025-06-10,106.95,direct_debit,payment,agency_file,
P00000942,A001020,2025-10-26,1872.66,direct_debit,payment,customer_portal,
P00000943,A001021,2025-09-23,183.3,bank_transfer,payment,agency_file,
P00000944,A001024,2025-12-10,51.63,card,payment,bank_file,
P00000945,A001024,2026-01-05,138.48,bank_transfer,payment,bank_file,
P00000946,A001024,2026-01-10,96.64,direct_debit,payment,customer_portal,
P00000947,A001024,2026-01-13,63.6,bank_transfer,payment,bank_file,
P00000948,A001025,2026-03-25,86.42,direct_debit,payment,direct_debit,
P00000949,A001025,2026-04-04,157.75,card,payment,customer_portal,
P00000950,A001027,2026-01-20,316.55,card,payment,customer_portal,
P00000951,A001028,2026-04-18,42.17,bank_transfer,payment,bank_file,
P00000952,A001029,2025-12-02,19.92,bpay,payment,customer_portal,
P00000953,A001029,2026-01-02,143.31,direct_debit,payment,customer_portal,
P00000954,A001030,2026-02-20,295.29,bank_transfer,payment,customer_portal,
P00000955,A001030,2026-03-17,167.92,card,payment,customer_portal,
P00000956,A001030,2026-04-12,376.58,direct_debit,payment,customer_portal,
P00000957,A001033,2025-11-12,66.67,card,payment,agency_file,
P00000958,A001033,2025-12-06,252.16,card,payment,customer_portal,
P00000959,A001038,2025-04-17,52.69,bank_transfer,payment,agency_file,
P00000960,A001038,2025-05-06,167.9,card,payment,agency_file,
P00000961,A001042,2026-03-08,52.96,direct_debit,payment,agency_file,
P00000962,A001045,2025-10-09,18.31,bpay,payment,bank_file,
P00000963,A001045,2025-11-07,20.75,card,payment,bank_file,
P00000964,A001045,2025-12-01,15.52,bank_transfer,payment,agency_file,
P00000965,A001045,2026-01-04,37.26,bank_transfer,payment,agency_file,
P00000966,A001047,2025-04-11,197.61,bank_transfer,payment,bank_file,
P00000967,A001047,2025-04-27,193.91,bank_transfer,payment,agency_file,
P00000968,A001047,2025-05-24,85.7,bank_transfer,payment,agency_file,
P00000969,A001048,2025-03-14,367.31,bpay,payment,customer_portal,
P00000970,A001048,2025-04-05,1168.47,direct_debit,payment,direct_debit,
P00000971,A001048,2025-04-27,1004.0,card,payment,bank_file,
P00000972,A001048,2025-05-20,239.37,card,payment,bank_file,
P00000973,A001055,2025-12-23,258.27,bank_transfer,payment,manual_adjustment,
P00000974,A001055,2026-01-09,137.41,cash,payment,agency_file,
P00000975,A001055,2026-01-10,239.17,card,payment,customer_portal,
P00000976,A001055,2026-02-06,269.34,bank_transfer,payment,customer_portal,
P00000977,A001059,2025-08-08,461.94,card,payment,customer_portal,
P00000978,A001059,2025-09-13,1385.19,card,payment,customer_portal,
P00000979,A001059,2025-09-16,1269.84,bpay,payment,customer_portal,
P00000980,A001060,2025-02-24,41.23,cash,payment,bank_file,
P00000981,A001060,2025-03-07,26.16,direct_debit,payment,agency_file,
P00000982,A001060,2025-03-08,121.34,cash,payment,agency_file,
P00000983,A001063,2025-11-13,204.62,direct_debit,payment,customer_portal,
P00000984,A001066,2026-04-29,1242.87,bank_transfer,payment,customer_portal,
P00000985,A001067,2026-04-21,68.59,direct_debit,payment,bank_file,
P00000986,A001068,2025-09-10,50.18,bank_transfer,payment,agency_file,
P00000987,A001068,2025-09-26,33.18,bank_transfer,payment,bank_file,
P00000988,A001068,2025-11-07,57.86,card,payment,bank_file,
P00000989,A001072,2026-01-30,135.23,bpay,payment,agency_file,
P00000990,A001072,2026-02-27,166.65,bpay,payment,agency_file,
P00000991,A001073,2025-07-10,847.82,bank_transfer,payment,bank_file,
P00000992,A001073,2025-08-02,1061.76,bank_transfer,payment,bank_file,
P00000993,A001073,2025-08-11,804.15,direct_debit,payment,agency_file,
P00000994,A001075,2025-09-19,92.87,card,payment,agency_file,
P00000995,A001075,2025-09-23,34.59,card,payment,agency_file,
P00000996,A001075,2025-11-02,137.6,direct_debit,payment,bank_file,
P00000997,A001077,2026-04-09,109.51,card,payment,bank_file,
P00000998,A001078,2026-03-24,491.92,bank_transfer,payment,agency_file,
P00000999,A001082,2025-02-15,976.87,bank_transfer,payment,agency_file,
P00001000,A001082,2025-02-27,461.7,bank_transfer,payment,direct_debit,
P00001001,A001082,2025-03-10,345.53,bank_transfer,payment,bank_file,
P00001002,A001082,2025-04-24,1010.71,direct_debit,payment,manual_adjustment,
P00001003,A001083,2026-04-16,461.96,bank_transfer,payment,manual_adjustment,
P00001004,A001084,2026-03-15,294.85,direct_debit,payment,agency_file,
P00001005,A001084,2026-04-17,462.26,bank_transfer,payment,customer_portal,
P00001006,A001087,2025-03-12,252.19,direct_debit,payment,customer_portal,
P00001007,A001089,2026-02-06,285.25,bpay,payment,agency_file,
P00001008,A001089,2026-03-10,1723.5,bank_transfer,payment,agency_file,
P00001009,A001092,2025-05-31,538.6,bank_transfer,payment,agency_file,
P00001010,A001092,2025-07-02,406.25,bank_transfer,payment,direct_debit,
P00001011,A001092,2025-07-03,463.87,bpay,payment,customer_portal,
P00001012,A001094,2025-08-08,40.98,direct_debit,payment,bank_file,
P00001013,A001094,2025-09-03,245.58,card,payment,bank_file,
P00001014,A001096,2026-03-26,220.28,cash,payment,agency_file,
P00001015,A001097,2025-11-11,17.76,card,payment,customer_portal,
P00001016,A001097,2025-12-12,82.62,bank_transfer,payment,agency_file,
P00001017,A001099,2026-01-19,459.81,card,payment,customer_portal,
P00001018,A001099,2026-01-21,895.2,card,payment,customer_portal,
P00001019,A001105,2025-11-02,32.93,bank_transfer,payment,agency_file,
P00001020,A001105,2025-11-17,59.43,bpay,payment,direct_debit,
P00001021,A001105,2025-12-14,94.71,direct_debit,payment,agency_file,
P00001022,A001107,2026-01-21,29.59,card,payment,bank_file,
P00001023,A001107,2026-02-20,29.03,bank_transfer,payment,customer_portal,
P00001024,A001107,2026-03-11,17.34,direct_debit,payment,manual_adjustment,
P00001025,A001108,2025-08-25,56.46,card,payment,agency_file,
P00001026,A001108,2025-09-09,63.06,direct_debit,payment,customer_portal,
P00001027,A001108,2025-09-26,23.66,bank_transfer,payment,direct_debit,
P00001028,A001111,2025-11-04,204.51,card,payment,customer_portal,
P00001028,A001111,2025-11-04,204.51,card,payment,customer_portal,
P00001029,A001111,2025-12-04,646.61,card,payment,agency_file,
P00001030,A001114,2025-10-19,14.21,card,payment,customer_portal,
P00001031,A001114,2025-11-10,6.29,bank_transfer,payment,agency_file,
P00001032,A001114,2025-12-25,19.62,bank_transfer,payment,bank_file,
P00001033,A001115,2025-05-09,56.09,bpay,payment,agency_file,
P00001034,A001115,2025-06-12,29.81,card,payment,customer_portal,
P00001035,A001115,2025-07-08,47.31,bank_transfer,payment,agency_file,
P00001036,A001116,2025-08-03,125.62,card,payment,agency_file,
P00001037,A001116,2025-08-30,166.48,bank_transfer,payment,customer_portal,
P00001038,A001116,2025-10-02,207.38,bpay,payment,bank_file,
P00001039,A001118,2026-02-24,169.54,bank_transfer,payment,customer_portal,
P00001039,A001118,2026-02-24,169.54,bank_transfer,payment,customer_portal,
P00001040,A001119,2025-12-31,223.42,direct_debit,payment,bank_file,
P00001041,A001124,2025-12-04,352.78,card,payment,customer_portal,
P00001042,A001130,2025-08-10,20.08,bank_transfer,payment,customer_portal,
P00001043,A001130,2025-09-15,23.94,card,payment,customer_portal,
P00001044,A001130,2025-10-25,68.04,card,payment,bank_file,
P00001045,A001132,2025-03-22,813.12,bank_transfer,payment,customer_portal,
P00001046,A001132,2025-05-09,1251.5,bank_transfer,payment,bank_file,
P00001047,A001132,2025-06-02,1248.73,cash,payment,agency_file,
P00001048,A001134,2025-05-06,1816.76,direct_debit,payment,agency_file,
P00001049,A001135,2025-09-24,246.46,card,payment,agency_file,
P00001050,A001135,2025-10-24,834.38,direct_debit,payment,agency_file,
P00001051,A001135,2025-11-17,280.84,bank_transfer,payment,direct_debit,
P00001052,A001135,2025-12-05,397.32,direct_debit,payment,customer_portal,
P00001053,A001135,2026-01-06,121.67,bank_transfer,payment,agency_file,
P00001054,A001138,2025-02-16,652.22,bank_transfer,payment,customer_portal,
P00001055,A001140,2026-02-05,133.91,card,payment,agency_file,
P00001056,A001142,2026-03-28,160.16,card,payment,bank_file,
P00001057,A001142,2026-04-11,221.56,cash,payment,agency_file,
P00001058,A001149,2024-12-29,337.28,bank_transfer,payment,customer_portal,
P00001059,A001149,2025-01-12,1173.43,bank_transfer,payment,agency_file,
P00001060,A001150,2025-08-06,1440.73,direct_debit,payment,customer_portal,
P00001061,A001150,2025-08-28,2368.72,card,payment,customer_portal,
P00001062,A001150,2025-09-25,1633.71,card,payment,customer_portal,
P00001063,A001150,2025-10-30,665.56,bank_transfer,payment,customer_portal,
P00001064,A001151,2026-01-30,86.34,direct_debit,payment,customer_portal,
P00001065,A001151,2026-03-07,625.74,card,payment,customer_portal,
P00001066,A001152,2025-06-19,92.16,bpay,payment,customer_portal,
P00001067,A001152,2025-07-27,187.42,bank_transfer,payment,agency_file,
P00001068,A001153,2025-10-10,9.13,direct_debit,payment,customer_portal,
P00001069,A001153,2025-11-01,19.96,bank_transfer,payment,direct_debit,
P00001070,A001153,2025-11-16,25.83,bpay,payment,bank_file,
P00001071,A001154,2026-02-16,439.61,direct_debit,payment,customer_portal,
P00001072,A001154,2026-03-23,916.84,card,payment,customer_portal,
P00001073,A001158,2025-12-20,62.11,bpay,payment,bank_file,
P00001074,A001158,2025-12-30,123.51,bpay,payment,agency_file,
P00001075,A001158,2026-01-11,262.25,card,payment,agency_file,
P00001076,A001161,2026-04-20,224.12,card,payment,agency_file,
P00001077,A001161,2026-04-27,292.51,bpay,payment,customer_portal,
P00001078,A001163,2025-12-01,58.94,cash,payment,customer_portal,
P00001079,A001163,2026-01-06,35.78,bank_transfer,payment,agency_file,
P00001080,A001163,2026-01-19,50.45,card,payment,customer_portal,
P00001081,A001166,2026-01-06,544.58,bank_transfer,payment,agency_file,
P00001082,A001166,2026-01-09,524.75,bank_transfer,payment,agency_file,
P00001083,A001166,2026-01-18,739.78,direct_debit,payment,direct_debit,
P00001084,A001166,2026-02-26,111.71,bpay,payment,direct_debit,
P00001085,A001168,2025-05-04,368.53,card,payment,agency_file,
P00001086,A001168,2025-05-30,289.14,card,payment,agency_file,
P00001087,A001168,2025-06-23,433.11,card,payment,customer_portal,
P00001088,A001169,2025-09-18,69.06,card,payment,direct_debit,
P00001089,A001169,2025-10-28,302.88,card,payment,bank_file,
P00001090,A001171,2025-12-06,78.77,card,payment,customer_portal,
P00001091,A001171,2026-01-12,101.99,direct_debit,payment,manual_adjustment,
P00001092,A001172,2026-01-21,196.2,bank_transfer,payment,customer_portal,
P00001093,A001172,2026-02-26,420.87,bank_transfer,payment,agency_file,
P00001094,A001172,2026-04-01,390.77,card,payment,agency_file,
P00003759,A001172,2026-04-30,1050.62,bank_transfer,payment,manual_adjustment,
P00001095,A001173,2026-01-10,559.54,card,payment,direct_debit,
P00001096,A001173,2026-01-28,701.31,bpay,payment,agency_file,
P00001097,A001174,2025-08-01,2248.95,card,payment,customer_portal,
P00001098,A001176,2025-12-04,359.61,card,payment,direct_debit,
P00001099,A001176,2026-01-08,977.65,bank_transfer,payment,customer_portal,
P00001100,A001177,2025-10-09,13.36,direct_debit,payment,bank_file,
P00001101,A001177,2025-10-23,63.71,bank_transfer,payment,customer_portal,
P00001102,A001179,2025-12-04,165.48,card,payment,direct_debit,
P00001103,A001179,2025-12-26,62.18,card,payment,agency_file,
P00001104,A001179,2026-01-29,178.1,bank_transfer,payment,agency_file,
P00001105,A001186,2025-01-26,156.12,direct_debit,payment,bank_file,
P00001106,A001187,2026-03-21,30.17,card,payment,agency_file,
P00001107,A001187,2026-04-20,126.28,direct_debit,payment,customer_portal,
P00001108,A001188,2026-04-21,42.07,bank_transfer,payment,customer_portal,
P00001109,A001191,2025-04-25,13.18,bpay,payment,agency_file,
P00001110,A001191,2025-05-14,41.39,card,payment,agency_file,
P00001111,A001192,2025-09-18,250.73,bank_transfer,payment,agency_file,
P00001112,A001192,2025-10-16,230.15,bank_transfer,payment,direct_debit,
P00001113,A001192,2025-10-24,156.56,bank_transfer,payment,agency_file,
P00001114,A001196,2025-03-15,43.99,direct_debit,payment,bank_file,
P00001115,A001196,2025-04-07,188.07,card,payment,agency_file,
P00001116,A001197,2025-08-22,496.21,bank_transfer,payment,agency_file,
P00001117,A001197,2025-10-01,1292.6,cash,payment,agency_file,
P00001118,A001197,2025-10-10,769.08,direct_debit,payment,agency_file,
P00001119,A001197,2025-10-11,755.71,direct_debit,payment,manual_adjustment,
P00001120,A001197,2025-11-29,491.33,card,payment,customer_portal,
P00001121,A001198,2025-02-06,154.48,bank_transfer,payment,direct_debit,
P00001122,A001198,2025-03-02,253.99,bank_transfer,payment,bank_file,
P00001123,A001199,2025-01-02,450.15,card,payment,customer_portal,
P00001124,A001199,2025-01-26,297.87,bank_transfer,payment,agency_file,
P00001125,A001199,2025-01-28,545.03,card,payment,customer_portal,
P00001126,A001199,2025-02-10,490.58,bank_transfer,payment,customer_portal,
P00001127,A001201,2025-12-02,36.47,direct_debit,payment,customer_portal,
P00001128,A001201,2025-12-29,98.4,bank_transfer,payment,customer_portal,
P00001129,A001202,2025-04-15,100.19,bpay,payment,agency_file,
P00001130,A001202,2025-05-12,96.92,bank_transfer,payment,customer_portal,
P00001131,A001202,2025-05-17,53.41,bank_transfer,payment,bank_file,
P00003724,A001202,2025-06-06,-23.13,bank_transfer,refund,manual_adjustment,P00001131
P00001132,A001204,2026-02-04,403.54,direct_debit,payment,customer_portal,
P00001133,A001204,2026-02-12,497.01,card,payment,manual_adjustment,
P00001134,A001204,2026-02-13,477.64,bank_transfer,payment,agency_file,
P00001135,A001205,2025-12-20,221.57,card,payment,manual_adjustment,
P00001136,A001205,2025-12-26,324.95,direct_debit,payment,customer_portal,
P00001137,A001205,2026-01-12,397.68,direct_debit,payment,bank_file,
P00001138,A001207,2025-03-03,338.48,bank_transfer,payment,agency_file,
P00001139,A001207,2025-03-26,857.29,bpay,payment,manual_adjustment,
P00001140,A001207,2025-04-28,625.58,direct_debit,payment,customer_portal,
P00001141,A001207,2025-05-27,496.34,bank_transfer,payment,agency_file,
P00001142,A001210,2025-11-09,41.01,direct_debit,payment,agency_file,
P00001143,A001210,2025-12-28,68.28,direct_debit,payment,agency_file,
P00001144,A001211,2024-12-22,662.67,bank_transfer,payment,customer_portal,
P00001145,A001211,2024-12-31,699.09,bpay,payment,agency_file,
P00001146,A001211,2025-02-12,2053.14,cash,payment,customer_portal,
P00001147,A001213,2026-02-17,560.93,bank_transfer,payment,agency_file,
P00001148,A001217,2025-03-05,61.3,direct_debit,payment,customer_portal,
P00001149,A001219,2026-04-20,512.19,direct_debit,payment,agency_file,
P00001150,A001220,2026-02-19,284.93,card,payment,customer_portal,
P00001151,A001221,2026-03-01,216.71,bank_transfer,payment,bank_file,
P00001152,A001221,2026-03-13,492.23,bank_transfer,payment,agency_file,
P00001153,A001221,2026-04-03,402.28,bank_transfer,payment,agency_file,
P00001154,A001223,2026-03-09,825.84,card,payment,bank_file,
P00001155,A001223,2026-04-20,248.45,direct_debit,payment,agency_file,
P00001156,A001227,2025-10-27,132.77,bank_transfer,payment,agency_file,
P00001157,A001227,2025-11-16,182.01,bpay,payment,agency_file,
P00001158,A001228,2025-06-30,775.22,direct_debit,payment,bank_file,
P00001159,A001231,2025-10-17,70.23,bank_transfer,payment,bank_file,
P00001160,A001231,2025-11-18,79.58,bank_transfer,payment,bank_file,
P00001161,A001231,2025-12-29,132.21,bank_transfer,payment,agency_file,
P00003740,A001232,2025-04-12,32.23,card,payment,legacy_migration,
P00001162,A001232,2025-05-03,33.71,bpay,payment,bank_file,
P00001163,A001232,2025-05-15,20.8,bank_transfer,payment,agency_file,
P00001164,A001232,2025-05-26,74.68,bank_transfer,payment,manual_adjustment,
P00001165,A001236,2026-03-19,33.66,direct_debit,payment,customer_portal,
P00001165,A001236,2026-03-19,33.66,direct_debit,payment,customer_portal,
P00001166,A001236,2026-04-03,43.62,direct_debit,payment,customer_portal,
P00001167,A001238,2025-08-06,1172.73,direct_debit,payment,bank_file,
P00001167,A001238,2025-08-06,1172.73,direct_debit,payment,bank_file,
P00001168,A001241,2026-01-08,257.25,bank_transfer,payment,bank_file,
P00001169,A001243,2026-01-08,42.2,card,payment,bank_file,
P00001170,A001243,2026-02-04,84.23,bank_transfer,payment,direct_debit,
P00001171,A001244,2025-05-05,416.5,direct_debit,payment,agency_file,
P00001172,A001245,2025-01-16,2695.51,card,payment,bank_file,
P00001173,A001248,2025-06-10,198.03,bank_transfer,payment,bank_file,
P00001174,A001248,2025-07-23,733.13,direct_debit,payment,bank_file,
P00001175,A001250,2025-03-20,28.63,bank_transfer,payment,agency_file,
P00001176,A001250,2025-04-26,35.85,card,payment,customer_portal,
P00001177,A001254,2025-05-25,507.12,bpay,payment,agency_file,
P00001178,A001257,2026-01-02,422.33,card,payment,bank_file,
P00001179,A001257,2026-01-08,1966.46,card,payment,customer_portal,
