account_id,customer_id,placement_date,placed_balance,original_balance,product_type,risk_band,customer_age,age_band,income_band,employment_status,state,region,customer_segment,digital_consent,hardship_flag,dispute_flag,prior_successful_payments_12m,credit_score_band,tenure_months,assigned_agency,treatment_stream
A000386,C001036,2025-06-17,550.32,664.17,bnpl,C,18,18_24,40k_70k,student,NSW,remote,hardship,0,1,0,1,600_659,50,agency_beta,legal_warning
A000387,C000007,2026-03-25,673.18,565.57,bnpl,A,38,35_44,70k_100k,casual,NSW,regional,digital_engaged,0,0,0,0,720_plus,36,agency_beta,sms_email_sequence
A000388,C002568,2025-01-04,3635.13,3102.25,credit_card,B,65,65_plus,40k_70k,retired,WA,regional,digital_engaged,1,0,0,1,660_719,50,agency_beta,sms_email_sequence
A000389,C003119,2026-01-16,1198.24,2349.04,personal_loan,D,18,18_24,under_40k,full_time,QLD,metro,digital_engaged,1,0,0,0,540_599,6,internal_collections,hardship_review
A000390,C000569,2026-04-04,226.02,207.25,telco_arrears,D,57,55_64,under_40k,full_time,NSW,regional,standard,0,0,0,2,540_599,18,agency_gamma,sms_email_sequence
A000391,C002510,2025-04-12,3962.23,4053.52,personal_loan,C,50,45_54,150k_plus,full_time,ACT,metro,low_contactability,1,0,0,2,600_659,81,internal_collections,sms_email_sequence
A000392,C002757,2024-11-28,2301.6,2112.49,credit_card,B,37,35_44,40k_70k,full_time,NSW,metro,hardship,1,1,0,4,660_719,30,agency_beta,digital_first
A000393,C002747,2026-03-05,2012.04,1753.13,credit_card,E,48,45_54,under_40k,casual,UNKNOWN,regional,digital_engaged,1,0,0,0,under_540,43,agency_alpha,sms_email_sequence
A000394,C000956,2026-02-04,805.06,685.34,telco_arrears,A,28,25_34,100k_150k,full_time,QLD,metro,standard,1,0,0,1,720_plus,30,internal_collections,sms_email_sequence
A000395,C000518,2025-09-20,1578.03,1447.65,credit_card,B,43,35_44,70k_100k,full_time,NSW,metro,standard,0,0,1,4,660_719,49,internal_collections,digital_first
A000396,C002894,2025-08-21,1519.07,1403.4,credit_card,D,30,25_34,40k_70k,full_time,QLD,regional,low_contactability,1,0,0,0,540_599,81,agency_beta,hardship_review
A000397,C001383,2025-11-16,9063.59,6781.62,credit_card,D,47,45_54,70k_100k,unemployed,VIC,unknown,hardship,0,1,0,4,540_599,17,agency_alpha,sms_email_sequence
A000398,C002851,2025-10-05,2072.64,3230.91,credit_card,D,48,45_54,under_40k,full_time,QLD,metro,standard,1,0,0,0,540_599,21,internal_collections,digital_first
A000399,C001387,2025-08-05,250.07,415.0,bnpl,D,49,45_54,150k_plus,full_time,QLD,metro,digital_engaged,1,0,1,2,540_599,39,agency_gamma,standard
A000400,C001505,2026-04-04,1233.41,1739.83,bnpl,C,52,45_54,100k_150k,casual,QLD,metro,low_contactability,0,0,0,1,600_659,37,agency_beta,sms_email_sequence
A000401,C002396,2025-09-27,2383.74,2606.9,credit_card,D,24,18_24,under_40k,self_employed,NSW,regional,standard,0,0,0,3,540_599,83,agency_alpha,sms_email_sequence
A000402,C000511,2025-10-12,1041.11,885.54,credit_card,C,35,35_44,under_40k,unemployed,VIC,remote,digital_engaged,1,0,0,1,600_659,24,agency_alpha,standard
A000403,C000184,2026-02-07,629.22,626.35,utility_arrears,B,73,65_plus,under_40k,part_time,NSW,metro,standard,0,0,0,0,660_719,56,agency_gamma,digital_first
A000404,C000587,2025-09-03,317.43,307.0,bnpl,C,50,45_54,40k_70k,part_time,QLD,metro,digital_engaged,0,0,0,0,600_659,10,agency_beta,sms_email_sequence
A000405,C001350,2025-07-12,3384.67,3379.59,personal_loan,B,50,45_54,40k_70k,unemployed,WA,regional,standard,1,0,0,2,660_719,43,agency_alpha,standard
A000406,C002344,2025-02-18,2121.85,3506.49,credit_card,E,29,25_34,under_40k,self_employed,NSW,metro,hardship,1,1,0,3,under_540,43,internal_collections,digital_first
A000407,C002325,2025-05-02,960.02,908.81,utility_arrears,D,31,25_34,70k_100k,self_employed,SA,regional,standard,1,0,0,1,540_599,43,agency_beta,phone_first
A000408,C003157,2025-12-03,1448.18,2602.66,personal_loan,C,21,18_24,40k_70k,part_time,TAS,metro,standard,1,0,0,4,600_659,53,agency_alpha,digital_first
A000409,C000057,2025-08-27,579.28,608.98,telco_arrears,D,48,45_54,150k_plus,full_time,QLD,regional,hardship,1,1,0,3,540_599,27,agency_alpha,sms_email_sequence
A000410,C000547,2025-09-02,509.57,735.26,telco_arrears,D,18,18_24,40k_70k,student,QLD,metro,standard,1,0,0,5,540_599,69,agency_alpha,phone_first
A000411,C002531,2025-03-02,671.77,1409.59,bnpl,A,31,25_34,40k_70k,full_time,VIC,metro,standard,0,0,0,2,720_plus,36,internal_collections,digital_first
A000412,C000927,2025-10-12,1491.12,2631.13,personal_loan,A,39,35_44,under_40k,part_time,NSW,metro,digital_engaged,1,0,0,3,720_plus,28,agency_beta,legal_warning
A000413,C000816,2024-12-22,1613.08,1326.75,credit_card,C,40,35_44,40k_70k,full_time,SA,unknown,digital_engaged,1,0,0,2,600_659,4,agency_alpha,hardship_review
A000414,C000214,2025-07-11,188.68,379.6,bnpl,C,39,35_44,70k_100k,self_employed,WA,metro,digital_engaged,1,0,1,0,600_659,40,agency_alpha,phone_first
A000415,C002992,2025-10-06,5662.5,4875.23,personal_loan,D,33,25_34,40k_70k,full_time,VIC,metro,digital_engaged,1,0,0,0,540_599,44,agency_beta,digital_first
A000416,C001746,2025-10-17,2840.12,2304.36,credit_card,B,43,35_44,under_40k,full_time,SA,metro,standard,1,0,0,0,660_719,77,agency_gamma,digital_first
A000417,C000457,2026-03-01,408.9,480.38,utility_arrears,B,35,35_44,70k_100k,full_time,NSW,regional,standard,1,0,0,5,660_719,12,agency_gamma,sms_email_sequence
A000418,C002681,2025-04-07,3914.04,7827.91,personal_loan,B,55,55_64,70k_100k,full_time,VIC,regional,digital_engaged,0,0,0,0,660_719,32,agency_gamma,standard
A000419,C000278,2025-10-17,5163.67,4666.44,credit_card,D,55,55_64,under_40k,full_time,NSW,regional,digital_engaged,0,0,1,0,540_599,10,agency_alpha,digital_first
A000420,C001642,2025-08-07,1163.31,1407.19,personal_loan,D,28,25_34,70k_100k,casual,NSW,metro,standard,0,0,0,0,540_599,0,internal_collections,phone_first
A000421,C001020,2024-11-07,1272.27,1129.5,bnpl,C,40,35_44,40k_70k,full_time,QLD,metro,standard,0,1,0,2,600_659,21,agency_alpha,sms_email_sequence
A000422,C000436,2025-06-23,39697.47,34290.65,personal_loan,D,31,25_34,70k_100k,full_time,NSW,metro,digital_engaged,0,0,0,0,540_599,17,internal_collections,digital_first
A000423,C002010,2024-12-06,1608.8,1358.21,credit_card,C,39,35_44,70k_100k,unemployed,VIC,regional,digital_engaged,1,1,0,0,600_659,47,agency_gamma,digital_first
A000424,C000085,2026-03-01,7355.78,7837.23,credit_card,B,26,25_34,150k_plus,student,VIC,regional,standard,1,0,1,2,660_719,47,agency_alpha,sms_email_sequence
A000425,C001359,2025-10-08,1815.05,1997.72,credit_card,E,67,65_plus,under_40k,retired,QLD,metro,standard,1,0,0,0,under_540,67,agency_alpha,digital_first
A000426,C001576,2025-06-23,1355.19,1953.44,personal_loan,D,54,45_54,100k_150k,full_time,VIC,regional,standard,0,0,0,2,540_599,44,internal_collections,phone_first
A000427,C001236,2025-08-10,4338.55,7710.72,personal_loan,A,72,65_plus,100k_150k,retired,SA,metro,standard,0,0,0,5,720_plus,11,internal_collections,sms_email_sequence
A000428,C000276,2026-03-14,1408.56,1355.48,credit_card,A,57,55_64,under_40k,retired,QLD,remote,standard,0,0,0,4,720_plus,37,agency_beta,phone_first
A000429,C000943,2025-11-19,4515.32,4741.16,personal_loan,D,33,25_34,100k_150k,full_time,NSW,regional,low_contactability,0,0,0,0,540_599,43,agency_alpha,phone_first
A000430,C000571,2026-01-05,5240.29,4304.36,credit_card,D,31,25_34,40k_70k,full_time,VIC,regional,digital_engaged,0,0,0,0,540_599,45,agency_alpha,sms_email_sequence
A000431,C000602,2025-12-03,2506.2,2498.96,credit_card,D,44,35_44,70k_100k,full_time,QLD,metro,standard,1,1,0,2,540_599,5,agency_beta,digital_first
A000432,C001736,2025-07-15,4217.64,6375.84,personal_loan,E,49,45_54,70k_100k,part_time,NSW,metro,standard,1,0,0,0,under_540,37,agency_beta,digital_first
A000433,C001919,2025-10-21,702.69,601.73,telco_arrears,C,40,35_44,under_40k,unknown,VIC,regional,standard,0,0,0,3,600_659,48,agency_alpha,digital_first
A000434,C002260,2026-02-02,692.85,630.56,credit_card,C,23,18_24,under_40k,unemployed,NSW,metro,standard,1,0,0,7,600_659,55,agency_beta,digital_first
A000435,C003037,2025-10-17,1735.86,1745.89,credit_card,B,34,25_34,70k_100k,unknown,ACT,regional,standard,1,0,0,4,660_719,16,internal_collections,digital_first
A000436,C002055,2025-09-24,6276.03,5660.46,credit_card,C,26,25_34,under_40k,student,QLD,metro,hardship,1,1,0,2,600_659,14,agency_alpha,digital_first
A000437,C000062,2026-03-28,2445.57,1763.04,bnpl,E,55,55_64,,full_time,QLD,metro,digital_engaged,1,0,0,1,under_540,58,agency_beta,digital_first
A000438,C002000,2026-04-28,1034.38,895.66,credit_card,A,30,25_34,40k_70k,part_time,VIC,metro,standard,0,0,0,2,720_plus,16,agency_beta,sms_email_sequence
A000439,C001540,2026-03-13,1973.43,3487.12,credit_card,A,70,65_plus,40k_70k,full_time,SA,regional,dispute_prone,1,0,1,4,720_plus,61,agency_beta,phone_first
A000440,C001403,2024-11-16,3907.16,4644.32,personal_loan,D,26,25_34,under_40k,full_time,VIC,metro,dispute_prone,1,0,1,3,540_599,53,agency_beta,standard
A000441,C000581,2026-04-13,2300.48,3461.36,credit_card,B,46,45_54,150k_plus,part_time,WA,metro,digital_engaged,1,0,0,0,660_719,24,internal_collections,digital_first
A000442,C002854,2025-11-23,5367.86,5433.66,credit_card,E,43,35_44,150k_plus,full_time,NSW,metro,digital_engaged,0,0,0,2,under_540,28,agency_gamma,sms_email_sequence
A000443,C002761,2025-11-17,4249.14,5519.92,credit_card,D,68,65_plus,70k_100k,unemployed,WA,regional,standard,0,0,0,2,540_599,57,agency_gamma,sms_email_sequence
A000444,C000059,2025-12-12,934.98,1406.89,credit_card,D,25,25_34,70k_100k,full_time,WA,metro,standard,0,0,0,4,540_599,12,agency_gamma,phone_first
A000445,C002702,2025-06-14,2280.82,2464.05,personal_loan,C,44,35_44,40k_70k,part_time,QLD,metro,digital_engaged,1,0,0,4,600_659,46,agency_alpha,legal_warning
A000446,C002735,2026-01-14,1991.19,2406.21,credit_card,A,67,65_plus,under_40k,retired,QLD,metro,standard,0,0,0,5,720_plus,66,internal_collections,phone_first
A000447,C003257,2025-01-22,534.87,524.63,utility_arrears,C,29,25_34,70k_100k,student,WA,metro,standard,1,0,0,1,600_659,50,agency_beta,hardship_review
A000448,C000528,2024-12-13,1215.77,1071.09,utility_arrears,C,39,35_44,150k_plus,full_time,UNKNOWN,remote,digital_engaged,1,0,0,0,600_659,35,agency_alpha,hardship_review
A000449,C002431,2026-03-20,3361.87,4000.75,personal_loan,C,18,18_24,100k_150k,self_employed,QLD,regional,digital_engaged,1,0,0,0,600_659,11,agency_alpha,phone_first
A000450,C002701,2026-04-03,244.69,217.95,bnpl,C,52,45_54,100k_150k,full_time,NSW,regional,standard,0,0,0,1,600_659,33,agency_beta,sms_email_sequence
A000451,C000313,2026-02-14,1092.1,2078.65,credit_card,B,25,25_34,under_40k,student,NSW,metro,standard,0,0,0,0,660_719,42,agency_alpha,digital_first
A000452,C000499,2026-02-01,4455.93,7253.73,personal_loan,C,31,25_34,150k_plus,full_time,UNKNOWN,metro,standard,0,0,0,2,600_659,58,internal_collections,digital_first
A000453,C001639,2025-01-09,3049.61,2885.81,credit_card,A,54,45_54,under_40k,casual,VIC,metro,digital_engaged,1,0,0,4,720_plus,33,agency_gamma,hardship_review
A000454,C001759,2026-02-12,9634.14,9378.62,credit_card,D,74,65_plus,40k_70k,retired,SA,metro,standard,0,0,0,2,540_599,43,agency_beta,sms_email_sequence
A000455,C001524,2026-03-11,1966.19,3479.87,credit_card,D,43,35_44,150k_plus,casual,NSW,metro,digital_engaged,1,0,1,3,540_599,26,internal_collections,standard
A000456,C002648,2025-11-25,17161.19,14512.27,personal_loan,C,50,45_54,40k_70k,casual,VIC,metro,standard,1,0,0,4,600_659,45,agency_alpha,digital_first
A000457,C001650,2026-04-18,1966.05,2286.01,credit_card,C,59,55_64,70k_100k,casual,VIC,regional,digital_engaged,1,1,0,2,600_659,46,internal_collections,sms_email_sequence
A000458,C000498,2025-03-20,1257.16,1419.16,credit_card,D,41,35_44,70k_100k,full_time,NSW,metro,standard,0,0,0,6,540_599,91,internal_collections,sms_email_sequence
A000459,C001555,2026-01-06,1508.14,1561.32,credit_card,A,57,55_64,100k_150k,self_employed,WA,regional,standard,0,0,0,3,720_plus,32,agency_gamma,legal_warning
A000460,C000377,2026-01-10,571.38,513.9,utility_arrears,C,45,45_54,40k_70k,casual,VIC,regional,standard,0,0,0,2,600_659,69,internal_collections,sms_email_sequence
A000461,C001278,2025-06-21,8230.17,9121.52,credit_card,C,28,25_34,70k_100k,full_time,NSW,metro,standard,1,0,0,2,600_659,42,internal_collections,legal_warning
A000462,C003052,2026-03-01,10378.62,16533.75,personal_loan,D,50,45_54,40k_70k,full_time,VIC,regional,standard,0,0,1,0,540_599,17,agency_alpha,standard
A000463,C001650,2026-02-09,3228.25,3897.46,credit_card,C,38,35_44,40k_70k,full_time,NSW,metro,digital_engaged,1,0,0,3,600_659,24,internal_collections,digital_first
A000464,C003007,2025-03-23,2503.95,3365.84,credit_card,A,23,18_24,under_40k,full_time,VIC,metro,digital_engaged,1,0,0,2,720_plus,52,agency_gamma,sms_email_sequence
A000465,C000053,2025-07-14,1413.14,1163.18,credit_card,C,39,35_44,40k_70k,self_employed,NSW,metro,hardship,1,1,0,4,600_659,37,agency_gamma,legal_warning
A000466,C002152,2025-10-25,16545.42,11957.73,personal_loan,E,43,35_44,40k_70k,casual,VIC,metro,digital_engaged,0,0,0,1,under_540,13,agency_gamma,standard
A000467,C000085,2026-03-14,2466.79,2368.53,credit_card,C,55,55_64,under_40k,full_time,NSW,regional,standard,0,0,0,0,600_659,21,agency_gamma,standard
A000468,C002159,2026-02-22,23616.83,18753.25,personal_loan,D,39,35_44,150k_plus,full_time,QLD,metro,dispute_prone,1,0,1,0,540_599,9,agency_alpha,digital_first
A000469,C000667,2026-01-10,6185.45,8275.77,personal_loan,D,44,35_44,under_40k,unemployed,WA,metro,standard,0,0,0,0,540_599,46,agency_alpha,phone_first
A000470,C000353,2025-06-05,5021.32,3977.58,credit_card,C,64,55_64,under_40k,unemployed,VIC,unknown,hardship,0,1,0,1,600_659,33,agency_alpha,phone_first
A000471,C002369,2026-03-25,3848.59,3582.44,personal_loan,D,38,35_44,40k_70k,casual,ACT,metro,digital_engaged,1,0,0,3,540_599,35,agency_beta,sms_email_sequence
A000472,C001681,2025-10-18,7035.5,8451.94,personal_loan,C,46,45_54,40k_70k,unemployed,VIC,metro,standard,1,0,0,5,600_659,75,internal_collections,sms_email_sequence
A000473,C000347,2026-04-27,4314.87,4764.73,personal_loan,C,27,25_34,100k_150k,student,VIC,unknown,low_contactability,0,0,0,4,600_659,50,agency_gamma,legal_warning
A000474,C002621,2025-03-10,10378.84,17399.96,credit_card,C,25,25_34,70k_100k,part_time,QLD,metro,standard,0,0,0,3,600_659,9,agency_alpha,digital_first
A000475,C000963,2025-03-18,3768.19,4139.39,credit_card,D,27,25_34,40k_70k,part_time,VIC,metro,digital_engaged,1,0,0,1,540_599,31,agency_alpha,digital_first
A000476,C001505,2025-07-13,1197.56,2036.6,credit_card,D,33,25_34,40k_70k,full_time,QLD,metro,digital_engaged,1,0,0,2,540_599,26,agency_alpha,digital_first
A000477,C002062,2026-02-23,3294.07,5362.88,personal_loan,C,48,45_54,70k_100k,full_time,QLD,metro,standard,0,0,0,1,600_659,56,agency_beta,phone_first
A000478,C000739,2025-08-17,1113.74,913.81,utility_arrears,B,53,45_54,70k_100k,self_employed,SA,regional,digital_engaged,1,0,0,0,660_719,86,agency_beta,sms_email_sequence
A000479,C000713,2025-06-13,11526.44,18369.91,personal_loan,A,54,45_54,under_40k,unemployed,VIC,regional,digital_engaged,0,0,0,2,720_plus,29,internal_collections,digital_first
A000480,C001172,2026-02-24,489.63,709.07,bnpl,C,36,35_44,100k_150k,unemployed,NSW,metro,standard,1,0,0,3,600_659,65,agency_gamma,sms_email_sequence
A000481,C001941,2025-10-12,3461.61,2876.96,credit_card,D,25,25_34,40k_70k,student,NSW,metro,standard,0,0,0,2,540_599,59,agency_beta,digital_first
A000482,C001030,2025-11-12,2131.44,1647.02,credit_card,D,44,35_44,under_40k,full_time,VIC,metro,standard,0,0,0,4,540_599,51,internal_collections,standard
A000483,C003133,2026-04-07,1880.2,2696.35,personal_loan,C,47,45_54,70k_100k,full_time,VIC,metro,standard,1,0,0,1,600_659,14,agency_alpha,digital_first
A000484,C001109,2025-06-04,420.99,420.26,telco_arrears,E,18,18_24,70k_100k,self_employed,VIC,metro,dispute_prone,0,0,1,0,under_540,19,agency_alpha,legal_warning
A000485,C002849,2026-03-23,287.95,588.73,telco_arrears,A,50,45_54,70k_100k,full_time,WA,metro,standard,0,0,0,0,720_plus,87,agency_beta,digital_first
A000486,C002684,2025-02-10,1691.61,3503.83,personal_loan,A,18,18_24,70k_100k,full_time,VIC,metro,standard,1,0,0,2,720_plus,30,internal_collections,digital_first
A000487,C002218,2025-10-02,1292.09,1030.29,bnpl,D,19,18_24,100k_150k,student,NSW,metro,standard,1,0,0,3,540_599,29,internal_collections,legal_warning
A000488,C000139,2026-01-19,5226.96,4314.9,personal_loan,B,39,35_44,under_40k,part_time,QLD,metro,low_contactability,1,0,0,2,660_719,67,agency_beta,legal_warning
A000489,C001076,2025-04-19,4322.46,4768.01,personal_loan,A,33,25_34,under_40k,full_time,NSW,metro,digital_engaged,0,1,0,5,720_plus,6,internal_collections,standard
A000490,C001562,2025-10-08,578.69,503.22,bnpl,D,22,18_24,150k_plus,part_time,TAS,metro,standard,1,1,0,2,540_599,35,agency_alpha,phone_first
A000491,C000733,2025-11-01,593.43,795.48,credit_card,C,45,45_54,40k_70k,casual,QLD,metro,low_contactability,1,0,0,0,600_659,0,agency_alpha,digital_first
A000492,C002582,2026-02-28,589.28,514.27,telco_arrears,B,41,35_44,40k_70k,casual,VIC,metro,digital_engaged,1,1,0,5,660_719,46,internal_collections,sms_email_sequence
A000493,C000318,2025-10-04,1185.05,1175.08,credit_card,D,28,25_34,70k_100k,full_time,VIC,metro,digital_engaged,1,0,0,0,540_599,9,agency_beta,sms_email_sequence
A000494,C000657,2025-12-10,816.44,665.22,utility_arrears,B,55,55_64,100k_150k,full_time,NSW,regional,standard,0,0,1,0,660_719,12,agency_beta,hardship_review
A000495,C001713,2025-09-04,3009.75,3163.84,personal_loan,C,37,35_44,40k_70k,full_time,WA,regional,digital_engaged,1,0,1,0,600_659,11,agency_beta,digital_first
A000496,C003002,2024-12-14,249.63,447.35,utility_arrears,B,41,35_44,40k_70k,full_time,QLD,metro,standard,1,0,0,5,660_719,21,agency_gamma,phone_first
A000497,C000334,2025-11-17,2431.43,3384.62,personal_loan,C,26,25_34,under_40k,unemployed,NSW,unknown,low_contactability,1,0,0,3,600_659,44,internal_collections,digital_first
A000498,C000543,2025-09-17,847.38,842.12,credit_card,B,18,18_24,150k_plus,part_time,QLD,regional,digital_engaged,0,0,0,0,660_719,54,agency_gamma,digital_first
A000499,C001185,2025-05-23,440.97,482.83,utility_arrears,E,38,35_44,70k_100k,casual,UNKNOWN,metro,digital_engaged,0,0,0,0,under_540,82,agency_alpha,standard
A000500,C001398,2026-04-17,16320.62,28912.26,personal_loan,C,24,18_24,40k_70k,casual,NSW,regional,standard,1,0,0,0,600_659,46,agency_alpha,digital_first
A000501,C001798,2026-02-06,678.81,1124.64,credit_card,D,24,18_24,150k_plus,self_employed,VIC,metro,standard,1,0,0,0,540_599,39,agency_gamma,digital_first
A000502,C000106,2025-12-10,1334.77,2619.26,credit_card,D,18,18_24,under_40k,self_employed,SA,remote,dispute_prone,0,0,1,1,540_599,11,internal_collections,digital_first
A000503,C003250,2026-02-03,2253.62,2813.07,credit_card,D,68,65_plus,40k_70k,unemployed,NSW,metro,digital_engaged,1,0,0,0,540_599,20,internal_collections,sms_email_sequence
A000504,C002599,2025-08-08,8302.85,6458.9,credit_card,E,28,25_34,150k_plus,full_time,WA,metro,standard,1,0,0,0,under_540,22,agency_alpha,hardship_review
A000505,C001713,2025-06-20,162.84,258.2,bnpl,B,38,35_44,100k_150k,full_time,TAS,metro,hardship,1,1,0,2,660_719,21,agency_gamma,digital_first
A000506,C003093,2025-05-14,839.37,1544.96,credit_card,B,28,25_34,40k_70k,full_time,WA,remote,standard,1,0,0,4,660_719,54,agency_alpha,digital_first
A000507,C000250,2025-09-11,544.97,435.48,bnpl,D,31,25_34,40k_70k,self_employed,WA,metro,standard,0,0,0,2,540_599,17,internal_collections,digital_first
A000508,C002513,2025-08-05,417.93,437.29,bnpl,B,45,45_54,40k_70k,unemployed,NSW,metro,standard,0,1,0,2,660_719,28,agency_gamma,standard
A000509,C001358,2025-11-18,1146.03,1009.68,bnpl,C,47,45_54,40k_70k,casual,NSW,regional,digital_engaged,0,0,1,4,600_659,89,agency_alpha,phone_first
A000510,C000538,2025-04-09,4627.72,4286.67,personal_loan,B,42,35_44,40k_70k,full_time,WA,regional,digital_engaged,1,0,0,1,660_719,3,agency_alpha,sms_email_sequence
A000511,C000409,2026-01-21,3255.02,4147.18,personal_loan,E,52,45_54,70k_100k,full_time,NSW,metro,low_contactability,1,0,0,0,under_540,41,agency_alpha,digital_first
A000512,C000102,2025-11-08,1320.32,1549.06,bnpl,C,51,45_54,150k_plus,full_time,QLD,metro,dispute_prone,0,0,1,3,600_659,49,agency_alpha,sms_email_sequence
A000513,C002022,2026-01-10,2723.44,2471.2,credit_card,C,20,18_24,150k_plus,full_time,QLD,regional,digital_engaged,1,0,1,4,600_659,26,internal_collections,digital_first
A000514,C003003,2026-04-04,1807.3,1932.13,credit_card,C,23,18_24,40k_70k,part_time,ACT,metro,digital_engaged,1,0,0,4,600_659,40,agency_alpha,digital_first
A000515,C002949,2025-01-22,260.71,484.42,utility_arrears,A,28,25_34,40k_70k,student,QLD,metro,standard,0,0,0,6,720_plus,25,agency_alpha,sms_email_sequence
A000516,C000673,2025-09-27,406.25,292.54,utility_arrears,E,36,35_44,70k_100k,full_time,NSW,metro,digital_engaged,0,0,0,0,under_540,50,agency_alpha,sms_email_sequence
A000517,C001165,2025-04-28,1857.59,4033.0,credit_card,A,54,45_54,under_40k,part_time,QLD,metro,standard,1,0,0,4,720_plus,43,agency_beta,sms_email_sequence
A000518,C002358,2025-05-19,885.86,878.55,credit_card,C,18,18_24,40k_70k,full_time,VIC,metro,standard,1,0,0,0,600_659,5,agency_alpha,digital_first
A000519,C003113,2026-03-18,3186.59,3812.08,credit_card,B,71,65_plus,70k_100k,retired,VIC,metro,standard,1,0,0,2,660_719,12,agency_alpha,digital_first
A000520,C000493,2025-09-14,5038.97,4988.2,personal_loan,B,57,55_64,70k_100k,full_time,VIC,regional,digital_engaged,1,0,0,4,660_719,8,agency_beta,phone_first
A000521,C001511,2025-01-17,4671.31,4688.19,personal_loan,D,72,65_plus,under_40k,retired,NSW,regional,hardship,1,1,0,1,540_599,55,agency_beta,digital_first
A000522,C003075,2025-09-04,695.19,830.29,bnpl,B,41,35_44,150k_plus,casual,WA,metro,hardship,0,1,1,3,660_719,30,agency_gamma,legal_warning
A000523,C001297,2025-02-06,2782.21,2389.82,credit_card,C,54,45_54,under_40k,unemployed,QLD,regional,digital_engaged,0,0,0,3,600_659,0,agency_beta,legal_warning
A000524,C000709,2025-07-27,361.69,603.81,bnpl,A,37,35_44,40k_70k,unemployed,QLD,regional,digital_engaged,1,1,0,1,720_plus,54,agency_beta,sms_email_sequence
A000525,C000333,2025-02-08,13600.38,20538.3,personal_loan,C,18,18_24,under_40k,full_time,QLD,metro,digital_engaged,1,0,0,0,600_659,62,agency_gamma,phone_first
A000526,C001801,2026-01-16,5151.2,4181.72,personal_loan,B,24,18_24,70k_100k,full_time,NSW,metro,low_contactability,1,0,0,0,660_719,32,agency_gamma,digital_first
A000527,C003044,2025-04-03,370.57,291.68,telco_arrears,C,27,25_34,70k_100k,full_time,UNKNOWN,metro,standard,0,0,0,0,600_659,34,agency_beta,sms_email_sequence
A000528,C000651,2025-11-11,3546.15,4565.69,personal_loan,C,66,65_plus,70k_100k,full_time,QLD,metro,hardship,0,1,0,3,600_659,57,agency_alpha,phone_first
A000529,C000165,2024-11-08,966.54,1102.26,bnpl,C,30,25_34,70k_100k,casual,QLD,regional,standard,1,0,0,2,600_659,4,internal_collections,phone_first
A000530,C000371,2026-01-25,2191.93,2899.96,credit_card,C,73,65_plus,100k_150k,retired,ACT,metro,hardship,0,1,0,0,600_659,52,agency_gamma,digital_first
A000531,C001542,2025-03-23,1458.67,2301.67,credit_card,B,47,45_54,100k_150k,full_time,NSW,metro,standard,0,0,0,4,660_719,16,agency_beta,phone_first
A000532,C000007,2025-08-25,1061.74,1313.53,credit_card,D,68,65_plus,70k_100k,unemployed,NSW,metro,standard,0,0,0,1,540_599,38,agency_alpha,digital_first
A000533,C000339,2025-12-24,2821.02,3236.85,personal_loan,B,36,35_44,40k_70k,full_time,QLD,metro,standard,1,0,0,7,660_719,57,agency_beta,phone_first
A000534,C001845,2025-10-25,2768.8,2839.95,personal_loan,C,69,65_plus,40k_70k,retired,WA,metro,standard,0,0,0,0,600_659,66,internal_collections,phone_first
A000535,C000498,2025-02-15,4689.34,8607.81,personal_loan,D,46,45_54,40k_70k,full_time,TAS,metro,standard,1,0,0,5,540_599,37,agency_alpha,hardship_review
A000536,C001019,2026-02-18,3241.68,6528.31,personal_loan,B,49,45_54,under_40k,full_time,NSW,metro,standard,0,0,0,1,660_719,45,internal_collections,sms_email_sequence
A000537,C000323,2025-12-21,6373.05,7726.71,credit_card,D,52,45_54,70k_100k,unemployed,NSW,regional,standard,0,0,1,2,540_599,54,agency_gamma,standard
A000538,C001533,2025-08-07,386.0,564.79,utility_arrears,C,36,35_44,under_40k,full_time,VIC,regional,standard,0,0,0,2,600_659,20,agency_gamma,sms_email_sequence
A000539,C000262,2025-08-24,220.97,425.61,utility_arrears,D,45,45_54,40k_70k,full_time,VIC,regional,standard,1,0,0,3,540_599,24,agency_beta,standard
A000540,C000133,2025-07-19,744.62,722.15,credit_card,C,30,25_34,40k_70k,full_time,NSW,remote,standard,1,0,0,1,600_659,50,internal_collections,phone_first
A000541,C002487,2024-12-04,2458.35,2071.91,credit_card,B,31,25_34,under_40k,casual,QLD,metro,digital_engaged,1,0,0,4,660_719,25,agency_alpha,hardship_review
A000542,C002594,2025-05-11,284.3,497.4,bnpl,C,35,35_44,70k_100k,full_time,NSW,metro,standard,0,0,0,0,600_659,58,agency_alpha,standard
A000543,C000774,2025-07-20,617.96,722.59,credit_card,D,28,25_34,under_40k,full_time,WA,metro,low_contactability,1,0,0,0,540_599,63,agency_beta,digital_first
A000544,C000791,2025-03-06,7099.57,9200.1,personal_loan,B,46,45_54,70k_100k,casual,TAS,metro,digital_engaged,1,0,0,0,660_719,44,agency_alpha,digital_first
A000545,C000653,2026-01-24,1960.8,1862.53,credit_card,A,39,35_44,40k_70k,part_time,QLD,remote,standard,0,1,1,4,720_plus,18,internal_collections,legal_warning
A000546,C002974,2026-04-26,1508.72,2986.31,credit_card,C,18,18_24,70k_100k,full_time,VIC,metro,low_contactability,0,0,0,0,600_659,64,agency_beta,sms_email_sequence
