contact_id,account_id,contact_date,contact_channel,contact_result,agent_id,promised_payment_date
K00001878,A000765,2025-12-26,phone,no_answer,AG044,
K00001877,A000765,2026-01-15,letter,wrong_number,AG025,
K00001876,A000765,2026-02-14,sms,no_answer,AG011,
K00001880,A000766,2026-02-12,sms,right_party_contact,AG021,
K00001881,A000766,2026-02-12,email,no_answer,AG026,
K00001879,A000766,2026-03-21,sms,wrong_number,AG036,
K00001882,A000767,2025-08-08,email,delivered,AG037,
K00001886,A000767,2025-08-26,email,delivered,AG003,
K00001885,A000767,2025-09-27,sms,delivered,AG020,
K00001883,A000767,2025-10-14,email,hardship_discussed,AG043,
K00001884,A000767,2025-10-31,sms,delivered,AG005,
K00001887,A000768,2025-11-23,phone,no_answer,AG015,
K00001888,A000769,2026-04-01,email,no_answer,AG026,
K00001890,A000770,2025-10-26,phone,delivered,AG014,
K00001892,A000770,2025-10-29,email,delivered,AG027,
K00001891,A000770,2025-10-30,sms,promise_to_pay,AG033,2025-11-02
K00001889,A000770,2025-10-31,email,dispute_raised,AG017,
K00001893,A000770,2025-11-09,sms,delivered,AG025,
K00001895,A000771,2026-01-06,sms,hardship_discussed,AG042,
K00001894,A000771,2026-02-13,email,dispute_raised,AG007,
K00001897,A000772,2026-01-30,email,no_answer,AG042,
K00001898,A000772,2026-02-13,sms,hardship_discussed,AG022,
K00001896,A000772,2026-04-24,email,no_answer,AG039,
K00001899,A000773,2025-01-24,sms,wrong_number,AG034,
K00001901,A000773,2025-02-12,phone,right_party_contact,AG043,
K00001903,A000773,2025-02-19,phone,no_answer,AG025,
K00001902,A000773,2025-02-27,sms,hardship_discussed,AG024,
K00001900,A000773,2025-03-29,letter,wrong_number,AG003,
K00001906,A000774,2026-02-10,email,delivered,AG036,
K00001905,A000774,2026-02-20,sms,delivered,AG005,
K00001904,A000774,2026-03-09,sms,hardship_discussed,AG045,
K00001907,A000775,2026-04-08,sms,promise_to_pay,AG037,2026-04-15
K00001908,A000775,2026-04-09,email,delivered,AG042,
K00001910,A000776,2025-02-08,field_visit,promise_to_pay,AG035,2025-02-18
K00001912,A000776,2025-03-02,letter,right_party_contact,AG019,
K00001909,A000776,2025-03-07,email,no_answer,AG010,
K00001911,A000776,2025-03-19,sms,delivered,AG026,
K00001913,A000777,2025-05-14,letter,dispute_raised,AG029,
K00001914,A000778,2025-07-26,sms,delivered,AG025,
K00001915,A000778,2025-08-26,email,right_party_contact,AG020,
K00001917,A000779,2026-03-19,phone,right_party_contact,AG016,
K00001916,A000779,2026-04-21,phone,dispute_raised,AG009,
K00001918,A000780,2026-01-23,email,no_answer,AG035,
K00001919,A000782,2026-03-15,email,no_answer,AG015,
K00001921,A000782,2026-03-17,letter,delivered,AG004,
K00001920,A000782,2026-03-30,sms,hardship_discussed,AG017,
K00001922,A000783,2026-01-27,email,delivered,AG012,
K00001923,A000784,2025-03-26,sms,no_answer,AG011,
K00001924,A000784,2025-08-15,sms,wrong_number,AG028,
K00001925,A000786,2025-10-22,phone,no_answer,AG043,
K00001927,A000791,2026-04-06,sms,delivered,AG001,
K00001926,A000791,2026-04-15,letter,no_answer,AG044,
K00001929,A000792,2025-12-08,email,delivered,AG009,
K00001928,A000792,2026-01-16,letter,no_answer,AG041,
K00001931,A000793,2025-12-21,email,delivered,AG022,
K00001932,A000793,2026-01-18,sms,no_answer,AG031,
K00001930,A000793,2026-02-12,sms,no_answer,AG021,
K00001934,A000794,2025-04-21,phone,wrong_number,AG020,
K00001936,A000794,2025-04-21,email,delivered,AG014,
K00001935,A000794,2025-05-12,sms,delivered,AG001,
K00001937,A000794,2025-05-19,phone,delivered,AG024,
K00001938,A000794,2025-06-05,sms,delivered,AG027,
K00001933,A000794,2025-07-18,email,right_party_contact,AG002,
K00001940,A000795,2025-01-11,phone,delivered,AG015,
K00001939,A000795,2025-01-13,email,promise_to_pay,AG035,2025-01-27
K00001941,A000798,2026-02-24,sms,delivered,AG021,
K00001942,A000798,2026-03-02,phone,wrong_number,AG018,
K00001945,A000798,2026-03-03,email,delivered,AG003,
K00001944,A000798,2026-04-02,sms,dispute_raised,AG014,
K00001943,A000798,2026-04-27,sms,delivered,AG045,
K00001948,A000799,2025-04-25,sms,right_party_contact,AG031,
K00001947,A000799,2025-05-01,letter,delivered,AG036,
K00001949,A000799,2025-05-01,phone,promise_to_pay,AG002,2025-05-04
K00001946,A000799,2025-06-28,field_visit,no_answer,AG020,
K00001952,A000801,2026-02-24,sms,delivered,AG026,
K00001953,A000801,2026-03-06,sms,right_party_contact,AG025,
K00001950,A000801,2026-03-09,email,delivered,AG019,
K00001951,A000801,2026-03-17,sms,no_answer,AG038,
K00001957,A000802,2025-03-24,letter,delivered,AG006,
K00001954,A000802,2025-04-17,letter,no_answer,AG041,
K00001956,A000802,2025-05-16,email,delivered,AG034,
K00001955,A000802,2025-05-28,field_visit,right_party_contact,AG012,
K00001960,A000804,2024-12-20,sms,no_answer,AG024,
K00001962,A000804,2024-12-24,sms,wrong_number,AG027,
K00001959,A000804,2025-01-22,sms,delivered,AG011,
K00001961,A000804,2025-01-26,field_visit,promise_to_pay,AG034,2025-01-31
K00001958,A000804,2025-02-01,letter,right_party_contact,AG033,
K00001963,A000805,2025-07-08,phone,no_answer,AG012,
K00001964,A000806,2025-10-06,field_visit,delivered,AG011,
K00001965,A000806,2025-12-18,email,delivered,AG029,
K00001966,A000807,2025-03-27,sms,delivered,AG036,
K00001970,A000808,2025-11-01,sms,no_answer,AG009,
K00001968,A000808,2025-11-04,email,delivered,AG027,
K00001967,A000808,2025-11-18,email,no_answer,AG011,
K00001969,A000808,2025-12-01,email,right_party_contact,AG027,
K00001973,A000809,2025-11-23,sms,right_party_contact,AG026,
K00001971,A000809,2025-12-08,sms,delivered,AG040,
K00001972,A000809,2026-01-06,letter,delivered,AG037,
K00001974,A000810,2025-11-06,phone,delivered,AG029,
K00001975,A000811,2026-01-03,email,wrong_number,AG035,
K00001976,A000811,2026-01-18,email,no_answer,AG036,
K00001977,A000811,2026-04-04,phone,delivered,AG005,
K00001980,A000813,2025-04-21,field_visit,wrong_number,AG018,
K00001979,A000813,2025-05-06,email,delivered,AG005,
K00001978,A000813,2025-06-16,sms,hardship_discussed,AG018,
K00001981,A000813,2025-11-20,phone,promise_to_pay,AG025,2025-11-25
K00001982,A000814,2025-05-02,phone,no_answer,AG009,
K00001985,A000814,2025-05-16,sms,delivered,AG021,
K00001983,A000814,2025-09-24,phone,no_answer,AG013,
K00001984,A000814,2025-10-29,phone,wrong_number,AG017,
K00001988,A000815,2025-06-13,sms,wrong_number,AG023,
K00001987,A000815,2025-07-03,email,delivered,AG026,
K00001986,A000815,2025-08-05,email,right_party_contact,AG003,
K00001990,A000817,2025-09-20,email,no_answer,AG017,
K00001989,A000817,2025-11-11,sms,right_party_contact,AG031,
K00001991,A000817,2025-12-26,sms,no_answer,AG033,
K00001992,A000818,2026-04-25,email,delivered,AG022,
K00001993,A000819,2025-08-06,sms,delivered,AG030,
K00001994,A000820,2025-01-23,letter,wrong_number,AG038,
K00001995,A000820,2025-01-30,email,no_answer,AG005,
K00001996,A000820,2025-02-09,sms,right_party_contact,AG040,
K00001997,A000820,2025-02-12,phone,no_answer,AG040,
K00001999,A000821,2025-03-08,sms,no_answer,AG005,
K00001998,A000821,2025-03-13,email,delivered,AG044,
K00002002,A000821,2025-03-19,sms,wrong_number,AG008,
K00002001,A000821,2025-04-22,letter,no_answer,AG016,
K00002000,A000821,2025-05-14,sms,wrong_number,AG044,
K00002003,A000822,2026-04-25,letter,right_party_contact,AG017,
K00002004,A000823,2024-12-11,phone,delivered,AG004,
K00002005,A000823,2025-01-18,sms,promise_to_pay,AG018,2025-01-23
K00002006,A000824,2026-03-29,email,delivered,AG026,
K00002009,A000825,2026-01-26,email,no_answer,AG005,
K00002008,A000825,2026-02-23,phone,promise_to_pay,AG017,2026-03-05
K00002007,A000825,2026-04-03,sms,right_party_contact,AG045,
K00002010,A000826,2024-12-18,email,dispute_raised,AG018,
K00002011,A000826,2025-01-10,sms,wrong_number,AG006,
K00002012,A000826,2025-01-20,sms,right_party_contact,AG030,
K00002013,A000827,2025-06-16,phone,right_party_contact,AG006,
K00002016,A000827,2025-06-23,field_visit,no_answer,AG036,
K00002015,A000827,2025-10-15,sms,delivered,AG002,
K00002014,A000827,2025-11-05,email,dispute_raised,AG003,
K00002017,A000828,2026-03-23,phone,right_party_contact,AG007,
K00002022,A000829,2025-09-27,phone,right_party_contact,AG020,
K00002019,A000829,2025-09-28,sms,no_answer,AG045,
K00002018,A000829,2025-10-19,sms,promise_to_pay,AG035,2025-11-02
K00002021,A000829,2025-11-07,sms,no_answer,AG036,
K00002020,A000829,2025-11-14,email,right_party_contact,AG027,
K00002025,A000830,2025-12-12,sms,promise_to_pay,AG042,2025-12-22
K00002026,A000830,2025-12-30,field_visit,no_answer,AG015,
K00002024,A000830,2026-01-08,phone,no_answer,AG031,
K00002023,A000830,2026-03-11,email,delivered,AG030,
K00002029,A000831,2025-10-26,email,hardship_discussed,AG041,
K00002027,A000831,2025-11-08,sms,delivered,AG023,
K00002028,A000831,2025-12-31,email,right_party_contact,AG013,
K00002031,A000832,2026-04-04,phone,delivered,AG016,
K00002030,A000832,2026-04-05,letter,delivered,AG042,
K00002032,A000833,2026-03-22,email,wrong_number,AG032,
K00002034,A000833,2026-04-13,email,hardship_discussed,AG010,
K00002033,A000833,2026-04-26,phone,delivered,AG034,
K00002038,A000835,2025-10-02,sms,right_party_contact,AG037,
K00002036,A000835,2025-10-04,email,no_answer,AG033,
K00002035,A000835,2025-10-18,email,no_answer,AG009,
K00002037,A000835,2025-12-02,sms,hardship_discussed,AG003,
K00002041,A000836,2025-10-28,sms,no_answer,AG022,
K00002040,A000836,2025-11-01,email,hardship_discussed,AG032,
K00002039,A000836,2025-11-06,email,hardship_discussed,AG039,
K00002042,A000837,2026-04-26,email,delivered,AG034,
K00002043,A000838,2025-10-13,email,no_answer,AG041,
K00002044,A000839,2026-04-18,phone,no_answer,AG020,
K00002045,A000840,2025-12-27,email,promise_to_pay,AG024,2026-01-01
K00002046,A000840,2026-01-05,phone,delivered,AG009,
K00002047,A000840,2026-01-08,field_visit,delivered,AG021,
K00002050,A000841,2025-11-18,email,right_party_contact,AG022,
K00002048,A000841,2025-11-27,phone,right_party_contact,AG019,
K00002049,A000841,2026-02-04,phone,delivered,AG013,
K00002054,A000842,2025-12-15,email,promise_to_pay,AG009,2025-12-25
K00002052,A000842,2025-12-21,email,no_answer,AG007,
K00002057,A000842,2025-12-26,sms,wrong_number,AG029,
K00002055,A000842,2025-12-30,field_visit,no_answer,AG017,
K00002056,A000842,2026-02-02,sms,wrong_number,AG010,
K00002051,A000842,2026-02-05,phone,delivered,AG044,
K00002053,A000842,2026-03-11,sms,no_answer,AG032,
K00002058,A000843,2025-01-19,phone,promise_to_pay,AG013,2025-01-24
K00002059,A000843,2025-03-11,phone,hardship_discussed,AG009,
K00002061,A000844,2025-01-05,email,dispute_raised,AG030,
K00002063,A000844,2025-01-10,sms,delivered,AG039,
K00002062,A000844,2025-02-15,email,dispute_raised,AG030,
K00002060,A000844,2025-04-15,email,right_party_contact,AG004,
K00002064,A000845,2026-04-17,phone,hardship_discussed,AG044,
K00002066,A000847,2025-12-03,email,delivered,AG014,
K00002065,A000847,2026-02-19,email,delivered,AG013,
K00002069,A000848,2025-06-23,phone,delivered,AG036,
K00002068,A000848,2025-07-05,email,delivered,AG005,
K00002070,A000848,2025-08-10,phone,promise_to_pay,AG034,2025-08-24
K00002067,A000848,2025-08-17,email,no_answer,AG028,
K00002073,A000849,2025-04-12,email,hardship_discussed,AG002,
K00002074,A000849,2025-04-12,phone,right_party_contact,AG028,
K00002072,A000849,2025-05-30,sms,delivered,AG003,
K00002071,A000849,2025-07-06,sms,delivered,AG009,
K00002075,A000851,2025-08-03,email,no_answer,AG023,
K00002076,A000851,2025-08-11,sms,right_party_contact,AG042,
K00002077,A000851,2025-08-13,email,delivered,AG022,
K00002078,A000851,2025-09-17,sms,no_answer,AG008,
K00002079,A000852,2026-01-25,letter,delivered,AG031,
K00002081,A000853,2025-07-10,sms,delivered,AG029,
K00002080,A000853,2025-08-10,sms,promise_to_pay,AG012,2025-08-20
K00002082,A000853,2025-08-22,sms,delivered,AG018,
K00002083,A000853,2025-08-24,phone,delivered,AG017,
K00002085,A000855,2026-04-15,email,no_answer,AG007,
K00002084,A000855,2026-04-25,letter,promise_to_pay,AG017,2026-04-28
K00002086,A000858,2025-01-15,sms,no_answer,AG006,
K00002087,A000858,2025-05-15,email,no_answer,AG033,
K00002090,A000859,2025-04-22,sms,wrong_number,AG038,
K00002088,A000859,2025-05-24,letter,wrong_number,AG002,
K00002089,A000859,2025-05-28,sms,wrong_number,AG036,
K00002091,A000859,2025-06-06,email,wrong_number,AG002,
K00002093,A000860,2026-01-19,sms,delivered,AG009,
K00002094,A000860,2026-02-15,sms,right_party_contact,AG036,
K00002092,A000860,2026-04-06,letter,delivered,AG034,
K00002095,A000861,2026-04-24,sms,wrong_number,AG042,
K00002098,A000862,2025-12-10,email,dispute_raised,AG043,
K00002097,A000862,2025-12-12,email,no_answer,AG030,
K00002099,A000862,2025-12-20,sms,delivered,AG007,
K00002096,A000862,2026-03-13,email,right_party_contact,AG036,
K00002101,A000863,2024-12-11,email,right_party_contact,AG001,
K00002102,A000863,2024-12-11,sms,wrong_number,AG022,
K00002100,A000863,2024-12-12,email,delivered,AG030,
K00002104,A000864,2024-12-03,phone,right_party_contact,AG017,
K00002103,A000864,2024-12-14,sms,delivered,AG034,
K00002105,A000864,2025-01-03,email,hardship_discussed,AG012,
K00002106,A000864,2025-01-17,email,hardship_discussed,AG006,
K00002107,A000864,2025-05-20,field_visit,delivered,AG017,
K00002108,A000865,2025-08-03,letter,hardship_discussed,AG002,
K00002109,A000865,2025-08-21,sms,right_party_contact,AG018,
K00002112,A000866,2025-04-03,sms,delivered,AG036,
K00002111,A000866,2025-07-03,phone,no_answer,AG024,
K00002110,A000866,2025-09-22,sms,delivered,AG043,
K00002113,A000867,2026-02-22,sms,delivered,AG037,
K00002115,A000867,2026-03-02,sms,no_answer,AG014,
K00002114,A000867,2026-04-15,sms,delivered,AG002,
K00002116,A000868,2025-08-21,email,promise_to_pay,AG003,2025-08-26
K00002119,A000868,2025-10-08,sms,no_answer,AG034,
K00002118,A000868,2025-10-11,email,no_answer,AG005,
K00002117,A000868,2025-11-03,sms,wrong_number,AG030,
K00002120,A000869,2026-04-09,sms,dispute_raised,AG019,
K00002122,A000871,2025-04-15,sms,hardship_discussed,AG006,
K00002123,A000871,2025-04-20,email,no_answer,AG009,
K00002124,A000871,2025-04-21,email,delivered,AG045,
K00002121,A000871,2025-04-24,email,dispute_raised,AG022,
K00002125,A000872,2026-04-16,phone,right_party_contact,AG035,
K00002126,A000873,2025-12-06,sms,no_answer,AG023,
K00002129,A000873,2025-12-07,email,promise_to_pay,AG011,2025-12-10
K00002127,A000873,2025-12-15,email,promise_to_pay,AG028,2025-12-22
K00002128,A000873,2026-01-22,email,wrong_number,AG031,
K00002130,A000874,2026-04-21,field_visit,no_answer,AG017,
K00002133,A000875,2025-05-06,field_visit,dispute_raised,AG017,
K00002134,A000875,2025-06-08,email,hardship_discussed,AG026,
K00002131,A000875,2025-07-30,email,dispute_raised,AG008,
K00002132,A000875,2025-09-24,email,right_party_contact,AG035,
K00002135,A000876,2025-02-21,email,no_answer,AG002,
K00002137,A000877,2025-09-20,email,wrong_number,AG043,
K00002136,A000877,2025-10-22,email,no_answer,AG036,
K00002138,A000877,2026-01-26,sms,wrong_number,AG008,
K00002139,A000879,2025-01-17,email,delivered,AG033,
K00002140,A000879,2025-01-24,email,right_party_contact,AG037,
K00002141,A000880,2025-07-23,letter,promise_to_pay,AG045,2025-07-28
K00002142,A000881,2025-08-12,email,right_party_contact,AG045,
K00002144,A000882,2025-04-08,field_visit,promise_to_pay,AG030,2025-04-18
K00002143,A000882,2025-05-15,sms,promise_to_pay,AG030,2025-05-29
K00002146,A000883,2026-01-26,sms,no_answer,AG013,
K00002145,A000883,2026-02-11,letter,hardship_discussed,AG012,
K00002148,A000883,2026-02-12,phone,promise_to_pay,AG010,2026-02-15
K00002147,A000883,2026-03-02,sms,promise_to_pay,AG020,2026-03-09
K00002149,A000884,2025-06-25,sms,delivered,AG044,
K00002150,A000885,2024-12-28,phone,delivered,AG021,
K00002151,A000886,2025-04-01,sms,delivered,AG031,
K00002152,A000887,2026-03-20,sms,no_answer,AG033,
K00002153,A000887,2026-03-27,sms,promise_to_pay,AG006,2026-04-01
K00002155,A000888,2025-04-19,sms,delivered,AG031,
K00002157,A000888,2025-04-25,phone,dispute_raised,AG029,
K00002154,A000888,2025-06-18,phone,delivered,AG009,
K00002156,A000888,2025-07-16,email,delivered,AG031,
K00002158,A000889,2026-04-21,sms,delivered,AG039,
K00002161,A000890,2025-07-28,email,promise_to_pay,AG027,2025-07-31
K00002159,A000890,2025-08-02,phone,right_party_contact,AG039,
K00002160,A000890,2025-08-23,sms,delivered,AG039,
K00002162,A000890,2025-09-20,sms,dispute_raised,AG025,
K00002163,A000890,2025-10-23,email,right_party_contact,AG034,
K00002164,A000891,2025-09-30,sms,no_answer,AG034,
K00002166,A000892,2025-09-03,sms,promise_to_pay,AG017,2025-09-13
K00002165,A000892,2025-09-08,sms,delivered,AG044,
K00002167,A000892,2025-11-03,sms,promise_to_pay,AG035,2025-11-13
K00002169,A000893,2025-12-08,field_visit,dispute_raised,AG025,
K00002170,A000893,2025-12-24,sms,dispute_raised,AG035,
K00002171,A000893,2026-01-03,email,delivered,AG045,
K00002168,A000893,2026-01-10,sms,hardship_discussed,AG034,
K00002175,A000894,2025-11-23,email,no_answer,AG038,
K00002172,A000894,2025-12-18,email,wrong_number,AG005,
K00002173,A000894,2026-01-01,phone,dispute_raised,AG031,
K00002174,A000894,2026-02-01,email,promise_to_pay,AG008,2026-02-06
K00002177,A000895,2026-03-30,sms,right_party_contact,AG026,
K00002176,A000895,2026-04-07,email,right_party_contact,AG027,
K00002179,A000896,2026-01-27,email,delivered,AG007,
K00002180,A000896,2026-02-09,email,delivered,AG019,
K00002178,A000896,2026-03-07,sms,no_answer,AG005,
K00002182,A000897,2026-03-29,letter,promise_to_pay,AG009,2026-04-08
K00002181,A000897,2026-04-23,letter,no_answer,AG022,
K00002183,A000898,2025-01-23,sms,promise_to_pay,AG031,2025-02-06
K00002184,A000898,2025-01-28,phone,delivered,AG039,
K00002187,A000899,2026-01-13,sms,hardship_discussed,AG024,
K00002186,A000899,2026-02-01,sms,no_answer,AG022,
K00002185,A000899,2026-02-08,sms,no_answer,AG017,
K00002188,A000900,2026-03-02,email,wrong_number,AG031,
K00002190,A000901,2026-02-01,letter,right_party_contact,AG003,
K00002189,A000901,2026-02-03,email,right_party_contact,AG036,
K00002191,A000901,2026-02-16,sms,delivered,AG020,
K00002192,A000901,2026-03-02,sms,dispute_raised,AG022,
K00002195,A000902,2026-04-07,email,no_answer,AG007,
K00002194,A000902,2026-04-13,phone,delivered,AG014,
K00002193,A000902,2026-04-19,sms,no_answer,AG042,
K00002197,A000904,2025-12-26,phone,no_answer,AG007,
K00002196,A000904,2026-04-12,phone,no_answer,AG036,
K00002198,A000905,2025-10-23,email,delivered,AG041,
K00002200,A000905,2025-10-28,email,no_answer,AG012,
K00002202,A000905,2025-11-08,sms,delivered,AG016,
K00002201,A000905,2025-11-13,email,no_answer,AG006,
K00002199,A000905,2025-11-19,phone,delivered,AG023,
K00002203,A000906,2025-06-18,sms,delivered,AG017,
K00002205,A000906,2025-06-18,email,no_answer,AG014,
K00002204,A000906,2025-09-30,sms,right_party_contact,AG020,
K00002208,A000907,2026-03-20,email,right_party_contact,AG022,
K00002207,A000907,2026-04-05,sms,promise_to_pay,AG015,2026-04-19
K00002206,A000907,2026-04-22,phone,no_answer,AG045,
K00002211,A000908,2025-06-28,sms,hardship_discussed,AG008,
K00002210,A000908,2025-07-04,sms,promise_to_pay,AG029,2025-07-11
K00002209,A000908,2025-10-11,sms,right_party_contact,AG036,
K00002214,A000909,2025-03-23,email,hardship_discussed,AG018,
K00002212,A000909,2025-05-07,phone,hardship_discussed,AG045,
K00002213,A000909,2025-05-14,sms,right_party_contact,AG042,
K00002215,A000910,2026-01-20,letter,right_party_contact,AG034,
K00002218,A000910,2026-01-22,email,delivered,AG028,
K00002217,A000910,2026-01-23,sms,delivered,AG043,
K00002220,A000910,2026-01-28,sms,no_answer,AG026,
K00002219,A000910,2026-02-17,phone,delivered,AG043,
K00002216,A000910,2026-03-28,letter,promise_to_pay,AG010,2026-03-31
K00002221,A000911,2026-04-30,email,hardship_discussed,AG013,
K00002222,A000912,2025-09-20,email,delivered,AG005,
K00002223,A000912,2025-11-29,sms,hardship_discussed,AG013,
K00002224,A000913,2025-08-22,sms,delivered,AG039,
K00002225,A000914,2025-09-28,sms,delivered,AG009,
K00002226,A000914,2025-12-11,email,no_answer,AG022,
K00002232,A000915,2025-10-26,letter,right_party_contact,AG023,
K00002230,A000915,2025-10-27,email,delivered,AG021,
K00002231,A000915,2025-10-31,email,wrong_number,AG032,
K00002229,A000915,2025-11-17,sms,wrong_number,AG037,
K00002227,A000915,2025-11-23,email,promise_to_pay,AG034,2025-11-30
K00002228,A000915,2026-02-07,email,delivered,AG023,
K00002235,A000916,2025-04-19,sms,delivered,AG004,
K00002234,A000916,2025-04-23,email,no_answer,AG038,
K00002237,A000916,2025-05-08,phone,promise_to_pay,AG021,2025-05-18
K00002236,A000916,2025-05-10,sms,right_party_contact,AG013,
K00002233,A000916,2025-08-14,email,right_party_contact,AG037,
K00002238,A000917,2026-04-10,letter,delivered,AG033,
K00002239,A000917,2026-04-11,email,delivered,AG045,
K00002240,A000917,2026-04-18,sms,delivered,AG034,
K00002243,A000918,2025-03-07,email,no_answer,AG001,
K00002242,A000918,2025-03-15,sms,delivered,AG010,
K00002241,A000918,2025-04-29,phone,right_party_contact,AG021,
K00002244,A000919,2026-02-16,sms,right_party_contact,AG004,
K00002246,A000920,2025-07-13,phone,right_party_contact,AG019,
K00002245,A000920,2025-07-15,email,hardship_discussed,AG032,
K00002249,A000921,2025-06-29,sms,wrong_number,AG038,
K00002247,A000921,2025-07-23,sms,delivered,AG002,
K00002248,A000921,2025-08-22,letter,promise_to_pay,AG019,2025-08-25
K00002251,A000922,2026-02-01,phone,promise_to_pay,AG005,2026-02-11
K00002250,A000922,2026-02-25,letter,delivered,AG039,
K00002253,A000924,2025-01-09,sms,no_answer,AG029,
K00002252,A000924,2025-01-20,email,no_answer,AG010,
K00002254,A000925,2025-09-13,phone,no_answer,AG030,
K00002255,A000926,2025-09-22,phone,delivered,AG007,
K00002256,A000927,2025-10-12,email,delivered,AG002,
K00002258,A000927,2025-10-20,field_visit,hardship_discussed,AG033,
K00002257,A000927,2025-12-07,sms,right_party_contact,AG002,
K00002264,A000930,2025-10-09,email,right_party_contact,AG039,
K00002262,A000930,2025-10-23,sms,delivered,AG019,
K00002263,A000930,2025-10-24,email,dispute_raised,AG012,
K00002261,A000930,2025-10-26,sms,right_party_contact,AG034,
K00002259,A000930,2025-11-06,sms,right_party_contact,AG044,
K00002260,A000930,2025-11-16,phone,dispute_raised,AG041,
K00002265,A000931,2024-12-04,sms,promise_to_pay,AG037,2024-12-09
K00002266,A000931,2024-12-16,sms,delivered,AG020,
K00002267,A000932,2026-04-21,email,dispute_raised,AG015,
K00002268,A000934,2026-02-02,sms,delivered,AG006,
K00002269,A000935,2025-11-20,sms,right_party_contact,AG003,
K00002270,A000935,2025-12-06,email,delivered,AG005,
K00002272,A000935,2025-12-08,phone,right_party_contact,AG011,
K00002271,A000935,2025-12-20,sms,delivered,AG008,
K00002274,A000936,2026-04-28,phone,delivered,AG038,
K00002273,A000936,2026-04-30,letter,no_answer,AG017,
K00002277,A000937,2025-01-01,email,no_answer,AG010,
K00002275,A000937,2025-01-10,email,no_answer,AG030,
K00002276,A000937,2025-02-16,phone,no_answer,AG032,
K00002279,A000938,2025-12-25,letter,delivered,AG005,
K00002278,A000938,2026-04-12,sms,wrong_number,AG033,
K00002285,A000939,2025-06-08,letter,delivered,AG012,
K00002280,A000939,2025-06-10,email,promise_to_pay,AG010,2025-06-15
K00002283,A000939,2025-06-13,email,promise_to_pay,AG042,2025-06-18
K00002284,A000939,2025-06-20,sms,delivered,AG045,
K00002282,A000939,2025-09-07,sms,delivered,AG037,
K00002281,A000939,2025-09-09,email,no_answer,AG026,
K00002291,A000940,2024-11-21,sms,no_answer,AG022,
K00002287,A000940,2024-11-24,letter,right_party_contact,AG010,
K00002286,A000940,2024-11-28,field_visit,delivered,AG001,
K00002288,A000940,2024-12-06,sms,hardship_discussed,AG023,
K00002290,A000940,2024-12-24,sms,no_answer,AG023,
K00002289,A000940,2025-01-12,letter,no_answer,AG007,
K00002292,A000940,2025-01-30,phone,hardship_discussed,AG018,
K00002297,A000941,2026-01-31,email,no_answer,AG031,
K00002294,A000941,2026-02-02,email,dispute_raised,AG002,
K00002293,A000941,2026-02-16,email,no_answer,AG021,
K00002295,A000941,2026-02-25,sms,delivered,AG002,
K00002296,A000941,2026-03-09,sms,delivered,AG025,
K00002299,A000942,2025-09-27,phone,no_answer,AG020,
K00002298,A000942,2025-09-29,sms,delivered,AG038,
K00002300,A000942,2025-10-25,email,no_answer,AG025,
K00002301,A000942,2025-11-02,sms,hardship_discussed,AG012,
K00002302,A000942,2025-12-14,sms,promise_to_pay,AG004,2025-12-17
K00002303,A000943,2025-03-30,email,no_answer,AG012,
K00002305,A000944,2025-09-17,email,right_party_contact,AG021,
K00002304,A000944,2025-09-18,field_visit,hardship_discussed,AG035,
K00002308,A000944,2025-09-28,email,right_party_contact,AG018,
K00002307,A000944,2025-10-04,email,no_answer,AG014,
K00002306,A000944,2026-01-23,email,no_answer,AG021,
K00002311,A000945,2025-04-14,sms,right_party_contact,AG032,
K00002310,A000945,2025-05-27,sms,delivered,AG009,
K00002309,A000945,2025-07-20,sms,promise_to_pay,AG022,2025-08-03
K00002313,A000946,2026-04-03,sms,no_answer,AG030,
K00002312,A000946,2026-04-18,phone,right_party_contact,AG022,
K00002315,A000947,2026-03-04,phone,promise_to_pay,AG003,2026-03-18
K00002316,A000947,2026-03-10,letter,no_answer,AG019,
K00002317,A000947,2026-03-24,sms,delivered,AG037,
K00002314,A000947,2026-03-28,email,no_answer,AG038,
K00002320,A000948,2025-04-28,sms,right_party_contact,AG004,
K00002318,A000948,2025-06-08,phone,promise_to_pay,AG040,2025-06-15
K00002319,A000948,2025-06-29,sms,no_answer,AG039,
K00002321,A000948,2025-07-20,sms,no_answer,AG022,
K00002322,A000949,2025-04-10,sms,delivered,AG045,
K00002323,A000949,2026-01-25,email,hardship_discussed,AG004,
K00002324,A000951,2025-10-15,sms,no_answer,AG022,
K00002325,A000952,2025-10-07,email,right_party_contact,AG018,
K00002326,A000953,2025-10-06,email,delivered,AG026,
K00002327,A000953,2025-10-19,sms,wrong_number,AG032,
K00002330,A000953,2025-10-22,email,no_answer,AG043,
K00002328,A000953,2025-11-03,email,wrong_number,AG028,
K00002329,A000953,2025-12-18,sms,no_answer,AG019,
K00002331,A000953,2026-01-05,phone,right_party_contact,AG028,
K00002333,A000954,2025-08-09,email,delivered,AG037,
K00002337,A000954,2025-08-17,sms,hardship_discussed,AG039,
K00002336,A000954,2025-08-25,sms,no_answer,AG020,
K00002334,A000954,2025-08-29,email,right_party_contact,AG011,
K00002332,A000954,2025-09-11,sms,right_party_contact,AG010,
K00002335,A000954,2025-10-13,email,no_answer,AG025,
K00002338,A000955,2025-12-21,email,promise_to_pay,AG011,2025-12-31
K00002339,A000955,2026-01-25,sms,right_party_contact,AG026,
